Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Pin code,Medium (P1),Medium (P2),Meal(P1),Meal(P2),Perference(P1),Perference(P2),Ease and convenient,Time saving,More restaurant choices,Easy Payment option,More Offers and Discount,Good Food quality,Good Tracking system,Health Concern,Late Delivery,Poor Hygiene,Bad past experience,Unavailability,Unaffordable,Long delivery time,Delay of delivery person getting assigned,Delay of delivery person picking up food,Wrong order delivered,Missing item,Order placed by mistake,Influence of time,Order Time,Maximum wait time,Residence in busy location,Google Maps Accuracy,Good Road Condition,Influence of rating,Less Delivery time,High Quality of package,Freshness ,Temperature,Good Taste ,Good Quantity,Output,Reviews,Tokenized_Reviews,Polarity,Subjectivity,Sentiment
27,Male,Married,Self Employeed,25001 to 50000,Graduate,6,560041,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,1,0,2,0,0,3,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Agree,Agree,2,Important,Important,Moderately Important,Important,Important,Important,0,Food needs to have good quality. It leads me to give higher rating,"['food', 'needs', 'good', 'quality', 'leads', 'give', 'higher', 'rating']",0.475,0.55,Positive
25,Male,Single,Self Employeed,10001 to 25000,Graduate,3,560043,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,0,0,0,0,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),60 minutes,Agree,Strongly Agree,Agree,1,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Important,Important,1,I appreciate the efforts of hardworking delivery people,"['appreciate', 'efforts', 'hardworking', 'delivery', 'people']",0.0,0.0,Neutral
21,Male,Single,Student,No Income,Graduate,2,560046,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,2,1,2,1,0,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Moderately Important,Important,Important,Very Important,Very Important,Very Important,0,Delivery is late. Need quick updates on location of order,"['delivery', 'late', 'need', 'quick', 'updates', 'location', 'order']",0.016666666666666663,0.55,Positive
24,Male,Single,Student,No Income,Post Graduate,2,560075,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,2,0,3,Disagree,Agree,Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,2,Important,Slightly Important,Moderately Important,Important,Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
26,Female,Married,Self Employeed,10001 to 25000,Graduate,5,560075,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,1,1,2,0,1,2,0,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Maybe,Anytime (Mon-Sun),45 minutes,Agree,Agree,Neutral,0,Important,Important,Important,Important,Important,Important,0,I require the food to be undamaged. Mostly the food is tampered,"['require', 'food', 'undamaged', 'mostly', 'food', 'tampered']",0.5,0.5,Positive
32,Male,Married,Employee,25001 to 50000,Graduate,3,560075,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,3,0,2,1,Disagree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,2,Important,Moderately Important,Important,Important,Important,Important,1,Best Best Best Best !!!!,"['best', 'best', 'best', 'best']",1.0,0.3,Positive
29,Male,Single,Self Employeed,More than 50000,Graduate,6,560076,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,2,1,0,0,0,Disagree,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),More than 60 minutes,Agree,Neutral,Agree,1,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,Slightly Important,1,Love to order online ,"['love', 'order', 'online']",0.5,0.6,Positive
21,Male,Single,Student,No Income,Graduate,5,560038,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,0,3,0,2,Neutral,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Strongly agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,2,Important,Important,Slightly Important,Moderately Important,Important,Important,1,I love ordering for my family from swiggy,"['love', 'ordering', 'family', 'swiggy']",0.5,0.6,Positive
24,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,560080,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,1,1,1,2,0,0,0,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Neutral,0,Important,Important,Moderately Important,Important,Important,Important,0,I need faster delivery.,"['need', 'faster', 'delivery']",0.0,0.0,Neutral
26,Male,Prefer not to say,Self Employeed,More than 50000,Post Graduate,2,560080,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,3,2,3,0,0,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,1,Moderately Important,Moderately Important,Slightly Important,Slightly Important,Moderately Important,Moderately Important,1,Crazily fast delivery people besides having high traffic,"['crazily', 'fast', 'delivery', 'people', 'besides', 'high', 'traffic']",0.18,0.5700000000000001,Positive
31,Male,Married,Employee,More than 50000,Ph.D,3,560085,Food delivery apps, Web browser,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,0,0,2,0,0,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,No,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,2,Important,Important,Moderately Important,Important,Important,Moderately Important,1,BEST BEST BEST !! WONDERFUL WONDERFUL !! FAST FAST FAST !!,"['best', 'best', 'best', 'wonderful', 'wonderful', 'fast', 'fast', 'fast']",0.7140625,0.5874999999999999,Positive
29,Male,Single,Employee,25001 to 50000,Graduate,3,560092,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),1,1,1,4,1,1,4,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Agree,2,Important,Very Important,Moderately Important,Important,Important,Very Important,0,Need quality food delivery. had worst experience of spilled food,"['need', 'quality', 'food', 'delivery', 'worst', 'experience', 'spilled', 'food']",-1.0,1.0,Negative
22,Male,Single,Student,No Income,Graduate,3,560096,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,2,2,0,3,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Very Important,Important,Very Important,Very Important,Important,1,NIL,['nil'],0.0,0.0,Neutral
24,Male,Single,Student,No Income,Graduate,2,560027,Direct call, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,2,2,2,2,2,Disagree,Neutral,Disagree,Disagree,Neutral,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Neutral,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
27,Male,Married,Employee,25001 to 50000,Graduate,2,560076,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,1,0,2,3,2,0,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Agree,Neutral,No,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Agree,2,Important,Moderately Important,Moderately Important,Important,Moderately Important,Moderately Important,1,I would avoid restaurants which has less rating ,"['would', 'avoid', 'restaurants', 'less', 'rating']",-0.16666666666666666,0.06666666666666667,Negative
23,Female,Single,Student,No Income,Post Graduate,3,560095,Food delivery apps, Web browser,Snacks, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,1,2,2,1,1,2,4,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,0,Important,Important,Moderately Important,Moderately Important,Important,Important,0,Faster delivery is needed !!,"['faster', 'delivery', 'needed']",0.0,0.0,Neutral
30,Male,Married,Employee,More than 50000,Post Graduate,6,560095,Food delivery apps, Walk-in,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,1,2,2,0,2,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Neutral,Agree,2,Important,Important,Very Important,Very Important,Very Important,Very Important,1,My entire family loves swiggy,"['entire', 'family', 'loves', 'swiggy']",0.0,0.625,Neutral
22,Female,Single,Student,No Income,Graduate,2,560095,Food delivery apps, Direct call,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,3,3,3,3,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Anytime (Mon-Sun),More than 60 minutes,Agree,Agree,Strongly Agree,0,Important,Important,Very Important,Very Important,Very Important,Very Important,1,Delivery people are working hard. Can't complain,"['delivery', 'people', 'working', 'hard', 'cant', 'complain']",-0.2916666666666667,0.5416666666666666,Negative
28,Male,Married,Employee,25001 to 50000,Graduate,3,560095,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,3,0,0,0,0,3,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Maybe,Weekend (Sat & Sun),60 minutes,Agree,Strongly Agree,Agree,2,Very Important,Very Important,Important,Important,Important,Very Important,1,I don't mind about late delivery when it comes from a top rated restaurant believing in its quality,"['dont', 'mind', 'late', 'delivery', 'comes', 'top', 'rated', 'restaurant', 'believing', 'quality']",0.1,0.55,Positive
23,Female,Single,Student,No Income,Post Graduate,2,560096,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,0,3,0,0,3,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,2,Important,Important,Moderately Important,Important,Important,Important,1,I have no issues related to delivery and I prefer four plus rated restaurant,"['issues', 'related', 'delivery', 'prefer', 'four', 'plus', 'rated', 'restaurant']",0.0,0.4,Neutral
30,Male,Married,Self Employeed,More than 50000,Graduate,1,560097,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),2,1,1,1,1,0,0,Agree,Agree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),15 minutes,Agree,Agree,Strongly Agree,2,Important,Important,Important,Important,Moderately Important,Important,0,I had misplaced order in the past orders,"['misplaced', 'order', 'past', 'orders']",-0.225,0.225,Negative
21,Male,Single,Student,No Income,Graduate,3,560092,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,2,0,2,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Agree,Strongly Agree,2,Important,Important,Important,Important,Important,Important,1,Best service,"['best', 'service']",1.0,0.3,Positive
26,Female,Married,Employee,Below Rs.10000,Graduate,6,560093,Food delivery apps, Direct call,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,1,1,1,4,4,1,0,Agree,Agree,Strongly agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Neutral,Agree,2,Important,Moderately Important,Important,Very Important,Very Important,Very Important,0,I had bad quality order delivered twice,"['bad', 'quality', 'order', 'delivered', 'twice']",-0.6999999999999998,0.6666666666666666,Negative
25,Male,Single,Self Employeed,More than 50000,School,3,560093,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,3,3,3,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Maybe,Anytime (Mon-Sun),60 minutes,Agree,Disagree,Disagree,1,Moderately Important,Slightly Important,Slightly Important,Slightly Important,Unimportant,Slightly Important,1,Bad rating doesn't mean that the food tastes bad. Delivery got no problem !,"['bad', 'rating', 'doesnt', 'mean', 'food', 'tastes', 'bad', 'delivery', 'got', 'problem']",-0.6291666666666665,0.673611111111111,Negative
31,Male,Prefer not to say,Employee,Below Rs.10000,Graduate,1,560091,Food delivery apps, Direct call,Lunch, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),2,1,1,1,1,0,0,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Weekend (Sat & Sun),15 minutes,Agree,Disagree,Disagree,2,Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,0,Order delivered to my location are late,"['order', 'delivered', 'location', 'late']",-0.3,0.6,Negative
23,Female,Single,Employee,25001 to 50000,Post Graduate,2,560100,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,2,0,0,3,0,3,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Agree,Strongly Agree,Strongly Agree,2,Important,Moderately Important,Important,Important,Very Important,Very Important,1,My location is pretty well built for food delivery ,"['location', 'pretty', 'well', 'built', 'food', 'delivery']",0.25,1.0,Positive
22,Male,Single,Student,Below Rs.10000,Post Graduate,4,560010,Walk-in, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,0,0,2,2,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Yes,Weekend (Sat & Sun),30 minutes,Agree,Agree,Agree,2,Important,Important,Important,Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
27,Female,Married,Employee,More than 50000,Post Graduate,2,560103,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,2,0,0,2,0,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Neutral,Agree,Neutral,2,Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
22,Male,Single,Student,No Income,Graduate,3,560009,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,0,3,0,2,0,Agree,Disagree,Agree,Disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,No,Anytime (Mon-Sun),45 minutes,Agree,Strongly Agree,Disagree,2,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
24,Female,Single,Student,No Income,Post Graduate,3,560042,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,3,0,0,0,0,0,0,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,0,Moderately Important,Important,Important,Moderately Important,Very Important,Very Important,1,NIL,['nil'],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Post Graduate,2,560001,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,3,0,0,2,0,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Yes,Anytime (Mon-Sun),30 minutes,Disagree,Disagree,Neutral,0,Important,Important,Important,Important,Important,Important,1,Nil,['nil'],0.0,0.0,Neutral
23,Female,Single,Student,No Income,Post Graduate,4,560048,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),2,2,2,2,2,2,2,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Yes,Weekend (Sat & Sun),45 minutes,Agree,Agree,Agree,2,Moderately Important,Very Important,Moderately Important,Moderately Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
22,Female,Single,Student,No Income,Post Graduate,5,560010,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),0,0,0,0,0,2,0,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Anytime (Mon-Sun),45 minutes,Agree,Agree,Strongly Agree,2,Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,Nil,['nil'],0.0,0.0,Neutral
23,Male,Single,Student,Below Rs.10000,Post Graduate,2,560009,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),3,3,3,3,0,0,3,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Maybe,Weekend (Sat & Sun),45 minutes,Strongly Agree,Disagree,Agree,2,Important,Very Important,Very Important,Important,Very Important,Very Important,1,Language barrier is also one major issue. Moslty these delivery boys are only familiar with Kanada which creates a problem while addressing any issue.,"['language', 'barrier', 'also', 'one', 'major', 'issue', 'moslty', 'delivery', 'boys', 'familiar', 'kanada', 'creates', 'problem', 'addressing', 'issue']",0.14583333333333334,0.6666666666666666,Positive
